PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PGN_partial,Move_numbers,correct_moves,puzzle_solved,total_moves,accuracy_percentage,error,aggressive_move,positional_move,neutral_move,final_consensus_move,debate_history,single_model_response,single_model_move,single_model_prompt_tokens,single_model_completion_tokens,single_model_total_tokens,single_model_model,single_model_finish_reason,moderator_decision,judge_decision,debate_v2_history,aggressive_prompt_tokens,aggressive_completion_tokens,aggressive_total_tokens,aggressive_model,aggressive_finish_reason,aggressive_response,positional_prompt_tokens,positional_completion_tokens,positional_total_tokens,positional_model,positional_finish_reason,positional_response,neutral_prompt_tokens,neutral_completion_tokens,neutral_total_tokens,neutral_model,neutral_finish_reason,neutral_response,moderator_prompt_tokens,moderator_completion_tokens,moderator_total_tokens,moderator_model,moderator_finish_reason,moderator_response,judge_prompt_tokens,judge_completion_tokens,judge_total_tokens,judge_model,judge_finish_reason,judge_response,total_prompt_tokens,total_completion_tokens,total_tokens,estimated_cost_usd,self_consistency_total_prompt_tokens,self_consistency_total_completion_tokens,self_consistency_total_tokens,debate_total_prompt_tokens,debate_total_completion_tokens,debate_total_tokens,single_model_total_prompt_tokens,single_model_total_completion_tokens,prompt_token_log,self_consistency_prompt_log,debate_prompt_log,single_model_prompt_log,planned_sequences,debate_rounds,early_consensus,single_model_fallback,both_models_failed,debate_success,final_reason,supported_side,board_fen,played_plies,current_turn,is_white_to_move,user_prompt,system_prompt
qkZBY,6k1/p1p4p/8/2bp1p2/4nP1B/P4K1P/8/2R5 w - - 0 33,c1b1 e4d2 f3g2 d2b1,897,92,57,75,crushing endgame fork short,https://lichess.org/Iq2qFDpc#65,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/Iq2qFDpc""]
[Date ""2017.06.01""]
[Round ""?""]
[White ""beatmedusa505""]
[Black ""ShatteredTime""]
[Result ""0-1""]
[GameId ""Iq2qFDpc""]
[UTCDate ""2017.06.01""]
[UTCTime ""18:14:48""]
[WhiteElo ""1623""]
[BlackElo ""1668""]
[WhiteRatingDiff ""-9""]
[BlackRatingDiff ""+10""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""A22""]
[Opening ""English Opening: King's English Variation, Two Knights Variation""]
[Termination ""Normal""]

1. c4 e5 2. Nc3 Nf6 3. e3 g6 4. g3 Bg7 5. Bg2 Nc6 6. Nge2 b6 7. b4 Bb7 8. a3
Rb8 9. O-O Ne7 10. Bxb7 Rxb7 11. d4 exd4 12. exd4 d5 13. c5 bxc5 14. bxc5 O-O
15. f4 Re8 16. h3 Nc6 17. g4 Ne4 18. Kg2 Nxc3 19. Nxc3 Bxd4 20. Qd3 Rb3 21. Bd2
Re4 22. Rfb1 Rxb1 23. Rxb1 Re8 24. Nb5 Bxc5 25. Nc3 Qh4 26. Rf1 Nd4 27. Be1
Re2+ 28. Qxe2 Nxe2 29. Bxh4 Nxc3 30. Rc1 Ne4 31. Kf3 f5 32. gxf5 gxf5 33. Rb1
0-1",65,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
XcJ3h,r5k1/3n1rpp/8/p2p4/3P3P/b1pKPN2/3N1PQ1/2q3RR b - - 0 27,c1b2 g1b1 b2a2 b1a1,1726,76,74,55,advantage middlegame short,https://lichess.org/hMFhhWYQ/black#54,,"[Event ""HBD NANA KUNINGAN Arena""]
[Site ""https://lichess.org/hMFhhWYQ""]
[Date ""2022.01.15""]
[Round ""?""]
[White ""dinsyafrudiin""]
[Black ""Sunarto24_CSI""]
[Result ""1-0""]
[GameId ""hMFhhWYQ""]
[UTCDate ""2022.01.15""]
[UTCTime ""13:02:08""]
[WhiteElo ""2059""]
[BlackElo ""2099""]
[WhiteRatingDiff ""+31""]
[BlackRatingDiff ""-13""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""A80""]
[Opening ""Dutch Defense""]
[Termination ""Normal""]

1. d4 f5 2. Nf3 Nf6 3. Bg5 e6 4. e3 Be7 5. Bxf6 Bxf6 6. Bc4 c5 7. c3 d5 8. Bd3
c4 9. Bc2 O-O 10. h4 b5 11. a3 a5 12. Qe2 Nd7 13. Nbd2 Bb7 14. O-O-O b4 15.
Rdg1 Be7 16. g4 bxa3 17. bxa3 Bxa3+ 18. Kd1 Qb6 19. Ne1 Qb2 20. Qf1 Qxc3 21.
gxf5 exf5 22. Qg2 Rf7 23. Bxf5 Qc1+ 24. Ke2 c3 25. Nef3 Ba6+ 26. Bd3 Bxd3+ 27.
Kxd3 Qb2 1-0",54,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
VturW,1r1q1kr1/3p1p2/p4b1p/1ppB4/4NR2/6P1/PPP3KP/3R4 b - - 1 30,f6g5 f4f7 f8e8 e4d6,1360,75,90,127,mate mateIn2 middlegame short,https://lichess.org/RDdIzZTJ/black#60,,"[Event ""â‰¤2000 SuperBlitz Arena""]
[Site ""https://lichess.org/RDdIzZTJ""]
[Date ""2024.07.17""]
[Round ""?""]
[White ""Mona7Lisa""]
[Black ""Orangutan61""]
[Result ""1-0""]
[GameId ""RDdIzZTJ""]
[UTCDate ""2024.07.17""]
[UTCTime ""20:29:06""]
[WhiteElo ""1954""]
[BlackElo ""1866""]
[WhiteRatingDiff ""+11""]
[BlackRatingDiff ""-5""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""B00""]
[Opening ""St. George Defense""]
[Termination ""Normal""]

1. e4 a6 2. d4 b5 3. g3 Bb7 4. Bg2 Nf6 5. Qe2 e6 6. Bg5 Be7 7. Nd2 h6 8. Bxf6
Bxf6 9. Ngf3 Nc6 10. e5 Be7 11. O-O O-O 12. Ne4 Na5 13. Nfd2 Rc8 14. f4 Rb8 15.
f5 exf5 16. Rxf5 c5 17. d5 Bxd5 18. Nf6+ gxf6 19. Bxd5 Kh7 20. Qe4 Kh8 21. Rh5
Kg7 22. Qf4 Rh8 23. Ne4 Nc6 24. Rd1 Nd4 25. Qg4+ Kf8 26. exf6 Rg8 27. Qh4 Nf3+
28. Kg2 Nxh4+ 29. Rxh4 Bxf6 30. Rf4 Bg5 1-0",60,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
aLhMa,6r1/2p2prk/p3p2p/3pP2P/5P2/2P2Nnq/PP3Q2/2KR2R1 b - - 2 25,g3h5 f3g5 g7g5 f4g5,2222,76,83,104,advantage middlegame short,https://lichess.org/XvMUiWAo/black#50,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/XvMUiWAo""]
[Date ""2020.06.17""]
[Round ""?""]
[White ""TooTuff""]
[Black ""simon1972""]
[Result ""1-0""]
[GameId ""XvMUiWAo""]
[UTCDate ""2020.06.17""]
[UTCTime ""23:14:23""]
[WhiteElo ""1843""]
[BlackElo ""1752""]
[WhiteRatingDiff ""+10""]
[BlackRatingDiff ""-18""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""D00""]
[Opening ""Queen's Pawn Game: Levitsky Attack""]
[Termination ""Normal""]

1. d4 d5 2. Bg5 h6 3. Bh4 Bf5 4. Nf3 g5 5. Bg3 Nc6 6. e3 e6 7. c3 a6 8. Nbd2
Nf6 9. Ne5 Bg7 10. Nxc6 bxc6 11. Be5 O-O 12. h4 g4 13. h5 Ne4 14. f3 gxf3 15.
gxf3 Bxe5 16. dxe5 Ng3 17. Rg1 Qh4 18. Qe2 Kh7 19. Qf2 Rg8 20. O-O-O Rg7 21. e4
Bh3 22. Bxh3 Qxh3 23. exd5 cxd5 24. f4 Rag8 25. Nf3 Nxh5 1-0",50,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
YVwSH,1r3k1r/4bp2/2p4p/p3p1P1/P1N3P1/5q2/1P1Q1P2/2KR3R b - - 2 22,e7g5 d2g5 h6g5 h1h8 f8e7 h8b8,1393,114,82,18,advantage long middlegame skewer,https://lichess.org/iXMlDdsL/black#44,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/iXMlDdsL""]
[Date ""2024.06.05""]
[Round ""?""]
[White ""Elessar182""]
[Black ""miga""]
[Result ""1-0""]
[GameId ""iXMlDdsL""]
[UTCDate ""2024.06.05""]
[UTCTime ""15:44:56""]
[WhiteElo ""1550""]
[BlackElo ""1540""]
[WhiteRatingDiff ""+6""]
[BlackRatingDiff ""-5""]
[Variant ""Standard""]
[TimeControl ""300+0""]
[ECO ""B12""]
[Opening ""Caro-Kann Defense""]
[Termination ""Normal""]

1. e4 c6 2. d4 d6 3. Nf3 e6 4. Bc4 Be7 5. Nc3 Nd7 6. Bf4 h6 7. Qd2 g5 8. Be3 e5
9. d5 Nb6 10. Bb3 Bg4 11. Bxb6 Qxb6 12. O-O-O a5 13. dxc6 bxc6 14. a4 Rb8 15.
h3 Be6 16. g4 Bxb3 17. cxb3 Qxb3 18. h4 Nf6 19. hxg5 Nxe4 20. Nxe4 Qxf3 21.
Nxd6+ Kf8 22. Nc4 Bxg5 1-0",44,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
FYu1a,r3n1k1/ppp3pp/3p3b/3N1Q2/3P1P2/1KP2q2/PP6/8 b - - 0 26,c7c6 d5e7 g8h8 f5f8,1076,77,96,200,endgame mate mateIn2 short,https://lichess.org/nRjJ8lon/black#52,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/nRjJ8lon""]
[Date ""2024.09.13""]
[Round ""?""]
[White ""Padati1""]
[Black ""walid-smiri""]
[Result ""1-0""]
[GameId ""nRjJ8lon""]
[UTCDate ""2024.09.13""]
[UTCTime ""16:04:01""]
[WhiteElo ""1699""]
[BlackElo ""1659""]
[WhiteRatingDiff ""+5""]
[BlackRatingDiff ""-5""]
[Variant ""Standard""]
[TimeControl ""180+2""]
[ECO ""C42""]
[Opening ""Petrov's Defense: Cochrane Gambit, Center Variation""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nxf7 Kxf7 5. d4 Be7 6. Nc3 Re8 7. Bc4+ Kf8 8.
O-O Bg4 9. f3 Bh5 10. Bg5 Nbd7 11. g4 Bf7 12. Bxf7 Kxf7 13. Qd2 Kg8 14. f4 Nxg4
15. Qg2 Bxg5 16. Qxg4 Bh6 17. Nd5 Nf6 18. Qf5 Nxe4 19. Rae1 Nf6 20. Rxe8+ Nxe8
21. Kf2 Qh4+ 22. Ke2 Qxh2+ 23. Kd3 Qh3+ 24. Kc4 Qxf1+ 25. Kb3 Qf3+ 26. c3 c6
1-0",52,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
SO9eC,r3r1k1/ppq2p2/2p3p1/4pbbp/2P5/1P3QP1/PB2PPBP/R2R2K1 b - - 5 21,g5f6 e2e4 f5g4 f3f6 g4d1 a1d1,1733,74,92,2044,advantage long middlegame,https://lichess.org/EmBB3qXm/black#42,,"[Event ""rated classical game""]
[Site ""https://lichess.org/EmBB3qXm""]
[Date ""2021.03.13""]
[Round ""?""]
[White ""SockaM""]
[Black ""AqilahHusna""]
[Result ""1/2-1/2""]
[GameId ""EmBB3qXm""]
[UTCDate ""2021.03.13""]
[UTCTime ""12:13:06""]
[WhiteElo ""2023""]
[BlackElo ""2020""]
[WhiteRatingDiff ""+0""]
[BlackRatingDiff ""+0""]
[Variant ""Standard""]
[TimeControl ""1800+20""]
[ECO ""A04""]
[Opening ""Zukertort Opening: Pirc Invitation""]
[Termination ""Normal""]

1. Nf3 d6 2. b3 Nf6 3. Bb2 Nbd7 4. g3 c6 5. Bg2 Qc7 6. O-O e5 7. c4 Be7 8. d4
h6 9. dxe5 dxe5 10. Nc3 O-O 11. Qc2 Re8 12. Ne4 Nxe4 13. Qxe4 Bf6 14. Nd2 Nc5
15. Qc2 Bd7 16. Ne4 Nxe4 17. Qxe4 h5 18. Rfd1 g6 19. Rd2 Bg5 20. Rdd1 Bf5 21.
Qf3 Bf6 1/2-1/2",42,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
ahasT,Q7/8/8/2qBp2p/1kPb4/p6P/5rP1/1R5K b - - 9 40,b4c3 a8a4 d4e3 a4b3 c3d4 b1e1 f2f1 e1f1,2419,106,90,750,crushing endgame veryLong,https://lichess.org/LWZqwG09/black#80,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/LWZqwG09""]
[Date ""2021.10.09""]
[Round ""?""]
[White ""shatraanj""]
[Black ""Calazans_CMPA""]
[Result ""1-0""]
[GameId ""LWZqwG09""]
[UTCDate ""2021.10.09""]
[UTCTime ""18:24:37""]
[WhiteElo ""2279""]
[BlackElo ""2239""]
[WhiteRatingDiff ""+5""]
[BlackRatingDiff ""-7""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""B21""]
[Opening ""Sicilian Defense: McDonnell Attack""]
[Termination ""Normal""]

1. e4 c5 2. f4 d5 3. Nf3 Bg4 4. exd5 Nf6 5. c4 e6 6. dxe6 Bxe6 7. Be2 Nc6 8.
O-O Bd6 9. Ne5 Nxe5 10. fxe5 Bxe5 11. Nc3 Bd4+ 12. Kh1 a6 13. d3 Qd7 14. Bg5
O-O-O 15. Bxf6 Bxf6 16. Ne4 Bxb2 17. Nxc5 Qc6 18. Nxe6 fxe6 19. Rb1 Bf6 20. Bf3
Qc5 21. Bxb7+ Kc7 22. Bf3 Rb8 23. Qa4 a5 24. d4 Bxd4 25. Rbd1 e5 26. Bd5 Rhf8
27. Qc2 g6 28. Qe4 Rb2 29. Qh4 h5 30. h3 Rxa2 31. Qg5 Rxf1+ 32. Rxf1 Rf2 33.
Rb1 Rb2 34. Re1 a4 35. Qxg6 a3 36. Qf7+ Kb6 37. Ra1 Rf2 38. Qb7+ Ka5 39. Qa8+
Kb4 40. Rb1+ Kc3 1-0",80,0,False,4.0,25.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
PWVYx,3r4/4kp2/pNQp1q2/1r6/1p2P2P/1P6/1PP5/1K4R1 b - - 7 35,f6d4 c6c7 e7e6 g1f1,2271,80,86,80,crushing endgame short,https://lichess.org/sefYVhqs/black#70,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/sefYVhqs""]
[Date ""2023.01.03""]
[Round ""?""]
[White ""KudaMonster2""]
[Black ""afMirrorUR""]
[Result ""0-1""]
[GameId ""sefYVhqs""]
[UTCDate ""2023.01.03""]
[UTCTime ""19:57:52""]
[WhiteElo ""1897""]
[BlackElo ""1869""]
[WhiteRatingDiff ""-5""]
[BlackRatingDiff ""+91""]
[Variant ""Standard""]
[TimeControl ""600+0""]
[ECO ""B70""]
[Opening ""Sicilian Defense: Dragon Variation""]
[Termination ""Normal""]

1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Bg5 Bg7 7. f3 O-O 8. Qd2
Nc6 9. Nb3 Be6 10. O-O-O a6 11. Kb1 b5 12. g4 b4 13. Na4 Bxb3 14. axb3 Qa5 15.
h4 h5 16. Bh6 Rfc8 17. Bxg7 Kxg7 18. gxh5 Nxh5 19. Qe3 Rab8 20. Rd5 Qc7 21.
Rxh5 gxh5 22. Rg1+ Kf8 23. Qh6+ Ke8 24. Bh3 e6 25. Qxh5 Qe7 26. f4 Kd7 27. Rg7
Rf8 28. f5 Nd4 29. fxe6+ Nxe6 30. Qa5 Qf6 31. Bxe6+ Kxe6 32. Qd5+ Ke7 33. Rg1
Rb5 34. Qc6 Rd8 35. Nb6 Qd4 0-1",70,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
IvN6Y,2b1rr2/6kp/1qp2Rp1/p7/Pp5Q/1P3RNP/1P4P1/7K b - - 0 27,e8e1 g3f1 b6d8 f6f7,1961,106,100,23,advantage defensiveMove master middlegame short,https://lichess.org/ukA3lHxO/black#54,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/ukA3lHxO""]
[Date ""2025.07.22""]
[Round ""?""]
[White ""Haunting_Games""]
[Black ""Romsta""]
[Result ""1-0""]
[GameId ""ukA3lHxO""]
[UTCDate ""2025.07.22""]
[UTCTime ""16:10:46""]
[WhiteElo ""2567""]
[BlackElo ""2597""]
[WhiteRatingDiff ""+7""]
[BlackRatingDiff ""-6""]
[BlackTitle ""IM""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""B00""]
[Opening ""Pirc Defense""]
[Termination ""Normal""]

1. e4 d6 2. Nc3 g6 3. f4 Bg7 4. Nf3 Nf6 5. Bc4 O-O 6. d3 c6 7. Bb3 b5 8. O-O a5
9. a4 b4 10. Ne2 Nbd7 11. Qe1 Nc5 12. Qh4 e6 13. f5 Nxb3 14. cxb3 exf5 15. Bg5
Qb6+ 16. Kh1 Ng4 17. exf5 Bxf5 18. Ng3 Be6 19. h3 Nf2+ 20. Kh2 Nxd3 21. Bh6 f6
22. Rad1 Ne5 23. Bxg7 Kxg7 24. Rxd6 Nxf3+ 25. Rxf3 Rae8 26. Kh1 Bc8 27. Rdxf6
Re1+ 1-0",54,0,False,2.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
yOlHq,3r2k1/7p/2P1P3/3p1Bp1/r7/2R5/7P/7K b - - 0 35,d5d4 c6c7 a4a1 h1g2 d8c8 e6e7 g8f7 f5c8,1909,75,78,129,advancedPawn crushing defensiveMove discoveredAttack endgame veryLong,https://lichess.org/Fio7lmik/black#70,,"[Event ""Lichess Liga 7A Team Battle""]
[Site ""https://lichess.org/Fio7lmik""]
[Date ""2023.03.30""]
[Round ""?""]
[White ""ERFAN_NASROLLAHI44""]
[Black ""Phantom_z""]
[Result ""0-1""]
[GameId ""Fio7lmik""]
[UTCDate ""2023.03.30""]
[UTCTime ""19:02:32""]
[WhiteElo ""2231""]
[BlackElo ""2045""]
[WhiteRatingDiff ""-9""]
[BlackRatingDiff ""+9""]
[Variant ""Standard""]
[TimeControl ""300+0""]
[ECO ""E80""]
[Opening ""King's Indian Defense: SÃ¤misch Variation""]
[Termination ""Normal""]

1. d4 Nf6 2. c4 d6 3. Nc3 g6 4. e4 Bg7 5. f3 a6 6. Be3 Bd7 7. Bd3 b5 8. Nge2
bxc4 9. Bxc4 Bb5 10. Nxb5 axb5 11. Bxb5+ c6 12. Bd3 O-O 13. O-O Na6 14. a3 Qb6
15. Qd2 Rfb8 16. b4 Nc7 17. e5 Nfd5 18. f4 Nxe3 19. Qxe3 Nd5 20. Qe4 e6 21. Kh1
Rd8 22. g4 Ne7 23. f5 exf5 24. gxf5 gxf5 25. Rxf5 d5 26. Qg4 Nxf5 27. Bxf5 c5
28. bxc5 Qh6 29. a4 f6 30. e6 Qg5 31. Qxg5 fxg5 32. Nc3 Bxd4 33. Rc1 Bxc3 34.
Rxc3 Rxa4 35. c6 d4 0-1",70,0,False,4.0,25.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
xIOT9,r7/8/6K1/5R2/4k3/8/8/8 w - - 24 109,g6g5 a8g8 g5f6 g8f8 f6e7 f8f5,896,79,99,478,crushing deflection endgame long rookEndgame skewer,https://lichess.org/Mo6dj4Ts#217,,"[Event ""rated blitz game""]
[Site ""https://lichess.org/Mo6dj4Ts""]
[Date ""2024.04.06""]
[Round ""?""]
[White ""ambrosfitz""]
[Black ""Ipsecta""]
[Result ""0-1""]
[GameId ""Mo6dj4Ts""]
[UTCDate ""2024.04.06""]
[UTCTime ""22:38:43""]
[WhiteElo ""1649""]
[BlackElo ""1647""]
[WhiteRatingDiff ""-6""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""180+0""]
[ECO ""A40""]
[Opening ""Englund Gambit Declined: Reversed Alekhine""]
[Termination ""Time forfeit""]

1. d4 e5 2. Nf3 exd4 3. Nxd4 Nf6 4. Bg5 h6 5. Bh4 g5 6. Bg3 Ne4 7. e3 Nxg3 8.
hxg3 Nc6 9. Qh5 Nxd4 10. exd4 Qe7+ 11. Be2 d6 12. Nc3 Bf5 13. O-O-O a5 14. Bb5+
c6 15. Bc4 d5 16. Bd3 Bxd3 17. Rxd3 Bg7 18. Re3 Qxe3+ 19. fxe3 O-O-O 20. Qg4+
Kb8 21. Rf1 f6 22. Qe6 Rhe8 23. Qf7 Rg8 24. Rxf6 Rdf8 25. Qxg7 Rxg7 26. Rxf8+
Kc7 27. e4 dxe4 28. Nxe4 Re7 29. Nf6 Re1+ 30. Kd2 Rg1 31. Rf7+ Kd6 32. Ne4+ Ke6
33. Rf2 Kd5 34. Nc3+ Kd6 35. Ne4+ Kc7 36. c3 b5 37. Nc5 Kb6 38. a3 Rb1 39. Kc2
Re1 40. Rf6 Re2+ 41. Kd3 Rxg2 42. Rxh6 Rxg3+ 43. Ke4 Rg2 44. Nd3 b4 45. cxb4
axb4 46. axb4 Rg4+ 47. Ke3 Rg3+ 48. Ke4 Rg4+ 49. Ke5 Rg3 50. Nc5 Rg2 51. Nd7+
Kb5 52. d5 cxd5 53. Rb6+ Kc4 54. Rc6+ Kxb4 55. Rc5 Re2+ 56. Kd6 Rxb2 57. Rxd5
g4 58. Rg5 Rd2+ 59. Ke6 Rg2 60. Ne5 Ka5 61. Kf5 g3 62. Kf4 Ra2 63. Rxg3 Ra4+
64. Kf5 Ka6 65. Rg5 Ka7 66. Nd7 Ra1 67. Nc5 Rf1+ 68. Ke6 Re1+ 69. Kd6 Rd1+ 70.
Kc6 Rh1 71. Rg2 Rh6+ 72. Kc7 Rh7+ 73. Nd7 Ka6 74. Ra2+ Kb5 75. Rb2+ Ka4 76. Rc2
Kb3 77. Rc6 Kb4 78. Kd6 Rh6+ 79. Ke5 Rh5+ 80. Kd6 Rh6+ 81. Kc7 Rh7 82. Kb6 Rh5
83. Rc5 Rh1 84. Rb5+ Kc4 85. Ne5+ Kd4 86. Nf3+ Kc4 87. Nd2+ Kc3 88. Nb3 Rh6+
89. Ka5 Rh8 90. Nc5 Ra8+ 91. Kb6 Rb8+ 92. Nb7 Kc4 93. Rb1 Rh8 94. Rc1+ Kd3 95.
Rc7 Rh6+ 96. Nd6 Rxd6+ 97. Kb7 Rh6 98. Rc6 Rh1 99. Kc7 Ke3 100. Rd6 Rc1+ 101.
Kd7 Ra1 102. Re6+ Kf4 103. Ke7 Ra7+ 104. Kf8 Ra5 105. Rf6+ Ke4 106. Rf5 Ra8+
107. Kg7 Ra7+ 108. Kg6 Ra8 109. Kg5 0-1",217,0,False,3.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
oK0Jj,r4r2/1b2bppk/1pq4p/p1p1pP2/4n3/N1P1Q1R1/PPB3PP/R1B3K1 w - - 0 21,c2e4 c6e4 e3e4 b7e4,940,88,70,62,advantage middlegame short,https://lichess.org/s56FpaXj#41,,"[Event ""rated rapid game""]
[Site ""https://lichess.org/s56FpaXj""]
[Date ""2017.04.26""]
[Round ""?""]
[White ""alligator11""]
[Black ""DGA123""]
[Result ""0-1""]
[GameId ""s56FpaXj""]
[UTCDate ""2017.04.26""]
[UTCTime ""22:28:17""]
[WhiteElo ""1681""]
[BlackElo ""1837""]
[WhiteRatingDiff ""-7""]
[BlackRatingDiff ""+6""]
[Variant ""Standard""]
[TimeControl ""960+4""]
[ECO ""C50""]
[Opening ""Italian Game: Anti-Fried Liver Defense""]
[Termination ""Normal""]

1. e4 e5 2. Nf3 Nc6 3. Bc4 h6 4. d4 exd4 5. Nxd4 Ne5 6. Bb3 d6 7. c3 Nf6 8. O-O
Be7 9. f4 Ng6 10. f5 Ne5 11. Nd2 O-O 12. Bc2 b6 13. Qe2 c5 14. N4f3 a5 15. Nxe5
dxe5 16. Nc4 Qc7 17. Na3 Qc6 18. Rf3 Bb7 19. Rg3 Kh7 20. Qe3 Nxe4 21. Bxe4 0-1",41,0,False,2.0,100.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
Fo3s3,5r1k/p4qbp/1p6/2p1p3/4Q3/3PR3/PP3PPP/R5K1 w - - 7 23,e3h3 f7f2 g1h1 f2f1 a1f1 f8f1,711,95,94,2313,backRankMate endgame long mate mateIn3 sacrifice,https://lichess.org/B0Quq2RY#45,,"[Event ""rated bullet game""]
[Site ""https://lichess.org/B0Quq2RY""]
[Date ""2021.03.31""]
[Round ""?""]
[White ""kingofhogcycledeck1""]
[Black ""Sergeyandrey""]
[Result ""0-1""]
[GameId ""B0Quq2RY""]
[UTCDate ""2021.03.31""]
[UTCTime ""12:30:12""]
[WhiteElo ""1676""]
[BlackElo ""1880""]
[WhiteRatingDiff ""-5""]
[BlackRatingDiff ""+3""]
[Variant ""Standard""]
[TimeControl ""0+2""]
[ECO ""B30""]
[Opening ""Sicilian Defense: Old Sicilian""]
[Termination ""Normal""]

1. e4 c5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bc4 e6 5. e5 d5 6. exf6 dxc4 7. fxg7 Bxg7 8.
O-O O-O 9. d3 cxd3 10. cxd3 Nd4 11. Bg5 f6 12. Nxd4 fxg5 13. Nf3 e5 14. Qb3+
Kh8 15. Ne4 b6 16. Nexg5 Bg4 17. Nf7+ Rxf7 18. Qxf7 Bxf3 19. Qxf3 Rb8 20. Rfe1
Qe7 21. Qe4 Rf8 22. Re3 Qf7 23. Rh3 0-1",45,0,False,3.0,0.0,,,,,,,,,0,0,0,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,0.0,0,0,0,0,0,0,0,0,,,,,,0,False,False,False,False,,,,0,0,True,,
